review_id,business_id,user_id,stars,text,date
R1920,B267,U477,4,Great food! Will come again.,2023-10-21
R1921,B278,U365,5,Delicious. Loved it.,2024-01-25
R1922,B283,U328,3,Average food.,2023-08-01
R1923,B133,U147,4,Amazing service. Delicious.,2021-01-26
R1924,B192,U265,4,Delicious. Delicious.,2025-04-20
R1925,B289,U185,2,Rude staff. Terrible experience.,2021-11-01
R1926,B206,U45,3,Average food.,2022-07-12
R1927,B220,U208,3,Decent price.,2024-04-17
R1928,B207,U471,1,Terrible experience. Terrible experience.,2020-09-10
R1929,B100,U469,3,Slightly delayed.,2024-06-12
R1930,B298,U311,4,Loved it. Amazing service.,2021-08-13
R1931,B119,U3,3,Slightly delayed.,2022-03-14
R1932,B206,U287,4,Delicious. Great food!,2020-09-10
R1933,B110,U412,2,Cold food. Terrible experience.,2024-05-18
R1934,B101,U129,3,Slightly delayed.,2025-08-13
R1935,B287,U395,2,Never again. Waste of money.,2021-06-25
R1936,B287,U460,1,Waste of money. Waste of money.,2024-01-16
R1937,B156,U35,4,Great food! Loved it.,2023-11-26
R1938,B251,U347,3,Average food.,2025-04-26
R1939,B289,U490,2,Cold food. Waste of money.,2022-09-18
R1940,B162,U359,3,It was okay.,2022-04-10
R1941,B228,U205,3,It was okay.,2025-12-27
R1942,B109,U284,1,Cold food. Terrible experience.,2021-08-11
R1943,B264,U458,2,Cold food. Rude staff.,2024-05-06
R1944,B262,U378,5,Amazing service. Will come again.,2021-04-24
R1945,B125,U106,1,Rude staff. Cold food.,2021-04-27
R1946,B226,U183,2,Rude staff. Never again.,2021-02-04
R1947,B231,U315,5,Great food! Will come again.,2020-09-02
R1948,B204,U318,5,Will come again. Loved it.,2022-08-19
R1949,B169,U94,1,Cold food. Waste of money.,2024-05-13
R1950,B247,U385,3,Average food.,2024-03-02
R1951,B163,U245,4,Delicious. Will come again.,2024-01-17
R1952,B106,U441,2,Cold food. Waste of money.,2025-03-15
R1953,B160,U236,5,Great food! Delicious.,2022-12-01
R1954,B195,U346,3,It was okay.,2021-07-19
R1955,B258,U167,3,It was okay.,2022-10-28
R1956,B293,U281,4,Loved it. Amazing service.,2022-04-09
R1957,B143,U491,3,Decent price.,2024-06-12
R1958,B146,U218,5,Amazing service. Will come again.,2021-07-23
R1959,B243,U438,4,Loved it. Loved it.,2023-05-15
R1960,B131,U293,3,Average food.,2021-10-22
R1961,B230,U417,3,Average food.,2020-12-09
R1962,B169,U285,3,Average food.,2023-07-07
R1963,B248,U243,5,Amazing service. Amazing service.,2020-03-14
R1964,B290,U69,3,Decent price.,2025-09-18
R1965,B166,U403,3,Not bad but not great.,2023-05-09
R1966,B162,U25,4,Delicious. Delicious.,2023-02-23
R1967,B254,U111,4,Amazing service. Great food!,2022-08-27
R1968,B232,U231,3,It was okay.,2025-06-09
R1969,B211,U287,2,Cold food. Cold food.,2024-05-12
R1970,B155,U211,3,It was okay.,2020-06-28
R1971,B206,U296,4,Delicious. Amazing service.,2024-11-21
R1972,B282,U400,4,Delicious. Amazing service.,2022-06-11
R1973,B282,U250,3,Slightly delayed.,2025-08-03
R1974,B100,U147,5,Will come again. Delicious.,2023-11-05
R1975,B141,U328,3,Average food.,2022-07-21
R1976,B104,U293,3,Slightly delayed.,2023-02-03
R1977,B289,U176,3,Average food.,2021-06-11
R1978,B107,U364,3,Not bad but not great.,2022-10-21
R1979,B221,U455,4,Will come again. Loved it.,2023-06-24
R1980,B272,U495,5,Delicious. Delicious.,2023-07-06
R1981,B232,U65,4,Amazing service. Great food!,2025-04-22
R1982,B192,U108,2,Cold food. Terrible experience.,2021-07-04
R1983,B207,U33,3,It was okay.,2023-09-02
R1984,B208,U395,3,It was okay.,2023-09-25
R1985,B145,U135,4,Great food! Great food!,2024-03-03
R1986,B209,U118,2,Waste of money. Cold food.,2021-12-10
R1987,B229,U68,5,Will come again. Amazing service.,2024-03-01
R1988,B271,U441,2,Terrible experience. Cold food.,2022-08-15
R1989,B153,U281,4,Delicious. Loved it.,2023-03-23
R1990,B134,U303,4,Delicious. Amazing service.,2024-08-21
R1991,B204,U269,4,Delicious. Will come again.,2025-11-18
R1992,B282,U247,4,Loved it. Loved it.,2024-04-26
R1993,B295,U227,3,It was okay.,2022-06-14
R1994,B162,U156,4,Loved it. Amazing service.,2020-01-17
R1995,B100,U147,4,Amazing service. Loved it.,2023-09-01
R1996,B213,U154,2,Waste of money. Waste of money.,2020-07-26
R1997,B237,U306,3,Not bad but not great.,2021-01-18
R1998,B269,U211,5,Loved it. Amazing service.,2024-07-13
R1999,B101,U84,3,Average food.,2025-12-21
R2000,B240,U113,1,Waste of money. Waste of money.,2022-02-14
R2001,B283,U392,4,Amazing service. Delicious.,2024-12-22
R2002,B119,U146,3,Not bad but not great.,2025-12-18
R2003,B243,U97,4,Loved it. Will come again.,2020-03-05
R2004,B101,U327,2,Cold food. Terrible experience.,2023-10-15
R2005,B124,U359,3,Not bad but not great.,2024-08-07
R2006,B211,U78,1,Cold food. Terrible experience.,2020-09-01
R2007,B284,U145,5,Amazing service. Great food!,2022-03-23
R2008,B166,U120,4,Will come again. Great food!,2020-03-01
R2009,B250,U112,3,Decent price.,2022-07-10
R2010,B262,U238,4,Will come again. Loved it.,2025-01-11
R2011,B151,U432,3,It was okay.,2021-01-09
R2012,B244,U279,1,Waste of money. Terrible experience.,2023-03-07
R2013,B167,U425,4,Loved it. Will come again.,2020-02-25
R2014,B100,U198,3,Average food.,2023-04-24
R2015,B150,U102,3,It was okay.,2023-12-25
R2016,B272,U341,5,Great food! Delicious.,2021-08-13
R2017,B105,U82,4,Loved it. Loved it.,2025-12-02
R2018,B168,U63,2,Never again. Never again.,2022-08-21
R2019,B170,U102,3,Not bad but not great.,2022-01-28
R2020,B247,U499,3,Average food.,2020-04-21
R2021,B143,U8,1,Waste of money. Cold food.,2021-05-19
R2022,B242,U405,1,Terrible experience. Waste of money.,2021-01-02
R2023,B273,U353,2,Never again. Waste of money.,2024-03-12
R2024,B256,U81,2,Terrible experience. Rude staff.,2023-02-22
R2025,B165,U477,5,Delicious. Loved it.,2025-01-02
R2026,B262,U360,5,Loved it. Amazing service.,2024-02-05
R2027,B200,U163,2,Waste of money. Rude staff.,2024-11-25
R2028,B166,U376,2,Cold food. Waste of money.,2021-01-23
R2029,B253,U371,4,Will come again. Loved it.,2021-05-02
R2030,B125,U287,2,Waste of money. Waste of money.,2022-09-23
R2031,B221,U291,4,Will come again. Amazing service.,2021-09-12
R2032,B298,U141,4,Loved it. Will come again.,2024-09-06
R2033,B136,U272,3,It was okay.,2021-08-10
R2034,B198,U188,2,Cold food. Never again.,2023-01-25
R2035,B270,U376,5,Delicious. Will come again.,2021-01-20
R2036,B141,U398,3,Not bad but not great.,2024-04-11
R2037,B212,U420,4,Great food! Delicious.,2023-04-17
R2038,B256,U79,2,Waste of money. Never again.,2024-05-11
R2039,B170,U329,3,Decent price.,2022-02-04
R2040,B140,U23,1,Never again. Terrible experience.,2021-03-28
R2041,B286,U55,4,Great food! Amazing service.,2023-04-04
R2042,B172,U329,4,Great food! Delicious.,2023-11-16
R2043,B249,U360,2,Never again. Never again.,2024-05-02
R2044,B148,U114,3,Not bad but not great.,2024-12-03
R2045,B209,U336,2,Terrible experience. Rude staff.,2023-02-15
R2046,B246,U286,2,Terrible experience. Cold food.,2025-07-27
R2047,B242,U422,2,Cold food. Terrible experience.,2024-05-17
R2048,B176,U428,4,Great food! Great food!,2022-02-07
R2049,B164,U50,3,Slightly delayed.,2020-12-08
R2050,B111,U98,5,Delicious. Will come again.,2021-09-22
R2051,B274,U321,4,Amazing service. Delicious.,2021-09-24
R2052,B185,U383,4,Delicious. Will come again.,2020-11-19
R2053,B100,U360,5,Loved it. Will come again.,2025-07-04
R2054,B119,U406,3,Average food.,2021-09-13
R2055,B139,U173,3,Slightly delayed.,2025-03-18
R2056,B116,U478,5,Delicious. Will come again.,2022-06-18
R2057,B138,U212,5,Loved it. Loved it.,2025-07-27
R2058,B158,U124,4,Loved it. Delicious.,2024-09-07
R2059,B225,U475,2,Waste of money. Never again.,2025-05-12
R2060,B245,U492,4,Will come again. Will come again.,2023-01-24
R2061,B281,U306,4,Great food! Loved it.,2020-09-05
R2062,B248,U154,4,Loved it. Great food!,2021-04-28
R2063,B169,U12,3,Not bad but not great.,2025-05-18
R2064,B146,U293,4,Delicious. Delicious.,2024-03-04
R2065,B190,U183,4,Great food! Will come again.,2021-03-09
R2066,B175,U456,3,Not bad but not great.,2024-04-08
R2067,B118,U48,2,Cold food. Cold food.,2024-07-19
R2068,B203,U371,2,Rude staff. Terrible experience.,2022-08-06
R2069,B218,U420,1,Waste of money. Never again.,2020-10-21
R2070,B242,U20,3,Not bad but not great.,2025-10-13
R2071,B138,U472,4,Great food! Great food!,2022-06-27
R2072,B121,U477,4,Will come again. Will come again.,2020-04-24
R2073,B259,U325,4,Delicious. Great food!,2025-07-02
R2074,B285,U22,1,Cold food. Never again.,2022-09-19
R2075,B155,U258,2,Rude staff. Cold food.,2025-04-05
R2076,B148,U498,5,Great food! Will come again.,2023-10-19
R2077,B183,U47,3,Slightly delayed.,2021-07-10
R2078,B244,U76,3,Decent price.,2021-06-03
R2079,B106,U382,4,Will come again. Delicious.,2020-09-13
R2080,B114,U205,2,Cold food. Terrible experience.,2024-07-25
R2081,B257,U247,5,Amazing service. Amazing service.,2024-04-16
R2082,B170,U101,5,Will come again. Delicious.,2024-10-24
R2083,B123,U125,1,Never again. Rude staff.,2020-05-25
R2084,B256,U351,1,Waste of money. Cold food.,2024-02-04
R2085,B206,U217,3,Decent price.,2022-06-07
R2086,B215,U305,2,Cold food. Cold food.,2025-01-25
R2087,B198,U180,4,Loved it. Amazing service.,2024-08-20
R2088,B299,U23,2,Rude staff. Waste of money.,2021-04-22
R2089,B254,U388,5,Loved it. Amazing service.,2025-02-04
R2090,B142,U486,2,Terrible experience. Rude staff.,2024-03-28
R2091,B284,U176,5,Loved it. Great food!,2025-02-10
R2092,B123,U12,1,Waste of money. Waste of money.,2022-04-24
R2093,B293,U105,5,Delicious. Amazing service.,2024-09-25
R2094,B129,U281,3,Not bad but not great.,2023-10-24
R2095,B191,U193,4,Amazing service. Great food!,2024-11-17
R2096,B171,U88,2,Terrible experience. Cold food.,2020-05-07
R2097,B143,U28,2,Never again. Cold food.,2023-11-01
R2098,B131,U199,3,It was okay.,2025-05-22
R2099,B242,U443,3,Not bad but not great.,2020-01-10
R2100,B251,U119,3,Decent price.,2023-09-23
R2101,B253,U249,4,Great food! Loved it.,2024-09-03
R2102,B230,U102,3,Average food.,2024-08-18
R2103,B280,U127,2,Terrible experience. Terrible experience.,2024-05-11
R2104,B118,U202,3,Decent price.,2025-03-01
R2105,B285,U351,3,Not bad but not great.,2022-06-21
R2106,B101,U121,3,Not bad but not great.,2024-05-26
R2107,B242,U321,3,It was okay.,2022-07-27
R2108,B138,U486,5,Great food! Delicious.,2022-04-05
R2109,B286,U460,3,Not bad but not great.,2023-11-05
R2110,B154,U374,3,It was okay.,2023-09-22
R2111,B295,U214,2,Never again. Rude staff.,2021-10-05
R2112,B299,U466,2,Waste of money. Cold food.,2024-06-15
R2113,B280,U106,2,Never again. Rude staff.,2025-03-19
R2114,B145,U442,5,Delicious. Amazing service.,2021-05-23
R2115,B263,U466,3,Slightly delayed.,2021-07-25
R2116,B212,U470,2,Rude staff. Never again.,2021-06-03
R2117,B150,U486,2,Never again. Never again.,2025-02-06
R2118,B276,U373,4,Loved it. Amazing service.,2020-06-14
R2119,B258,U227,2,Waste of money. Cold food.,2025-11-24
R2120,B122,U399,1,Cold food. Rude staff.,2021-02-05
R2121,B125,U391,2,Rude staff. Terrible experience.,2024-10-09
R2122,B174,U291,3,Slightly delayed.,2024-04-20
R2123,B172,U119,3,Average food.,2025-01-12
R2124,B274,U69,4,Great food! Will come again.,2024-10-16
R2125,B104,U437,2,Cold food. Rude staff.,2023-08-16
R2126,B174,U99,4,Amazing service. Amazing service.,2021-01-14
R2127,B176,U487,5,Great food! Loved it.,2023-04-24
R2128,B284,U34,4,Amazing service. Amazing service.,2021-08-28
R2129,B118,U353,2,Never again. Waste of money.,2022-08-08
R2130,B187,U208,3,Decent price.,2020-10-24
R2131,B278,U202,5,Will come again. Loved it.,2024-12-19
R2132,B143,U275,3,Slightly delayed.,2024-11-23
R2133,B131,U56,2,Terrible experience. Never again.,2023-08-27
R2134,B200,U450,3,It was okay.,2021-09-18
R2135,B287,U286,1,Waste of money. Terrible experience.,2023-09-25
R2136,B234,U98,3,It was okay.,2022-08-13
R2137,B229,U237,4,Loved it. Loved it.,2021-07-10
R2138,B232,U471,3,Slightly delayed.,2020-12-17
R2139,B140,U425,2,Rude staff. Waste of money.,2025-08-03
R2140,B190,U93,4,Delicious. Great food!,2024-12-18
R2141,B172,U212,4,Amazing service. Will come again.,2022-08-01
R2142,B115,U233,3,Average food.,2024-12-07
R2143,B258,U129,1,Waste of money. Terrible experience.,2022-12-21
R2144,B129,U368,3,Average food.,2025-02-03
R2145,B280,U325,2,Terrible experience. Waste of money.,2022-02-17
R2146,B150,U314,1,Waste of money. Never again.,2021-07-18
R2147,B128,U394,4,Will come again. Great food!,2021-06-19
R2148,B173,U445,4,Amazing service. Amazing service.,2021-03-25
R2149,B272,U158,5,Great food! Will come again.,2022-12-25
R2150,B129,U321,2,Waste of money. Cold food.,2021-02-05
R2151,B173,U319,4,Amazing service. Great food!,2022-01-15
R2152,B278,U279,4,Will come again. Will come again.,2020-10-16
R2153,B141,U302,2,Rude staff. Rude staff.,2025-08-15
R2154,B282,U41,4,Will come again. Will come again.,2024-10-01
R2155,B256,U143,2,Rude staff. Never again.,2024-11-18
R2156,B293,U95,4,Amazing service. Great food!,2021-01-21
R2157,B107,U19,3,Not bad but not great.,2021-01-22
R2158,B208,U153,4,Delicious. Delicious.,2022-02-02
R2159,B152,U92,4,Great food! Will come again.,2021-11-10
R2160,B226,U294,2,Never again. Never again.,2024-03-15
R2161,B257,U477,5,Delicious. Loved it.,2020-02-25
R2162,B261,U189,5,Loved it. Loved it.,2023-02-25
R2163,B253,U34,4,Will come again. Delicious.,2022-08-05
R2164,B219,U169,4,Great food! Loved it.,2024-07-17
R2165,B153,U357,3,Average food.,2021-10-02
R2166,B112,U293,3,It was okay.,2025-11-17
R2167,B209,U371,2,Terrible experience. Waste of money.,2025-10-26
R2168,B286,U312,4,Loved it. Will come again.,2022-05-17
R2169,B102,U182,2,Never again. Never again.,2021-10-19
R2170,B128,U374,5,Will come again. Delicious.,2025-08-16
R2171,B102,U120,2,Rude staff. Never again.,2025-05-07
R2172,B247,U13,4,Great food! Great food!,2023-11-26
R2173,B290,U378,3,It was okay.,2021-10-14
R2174,B193,U171,2,Waste of money. Terrible experience.,2022-09-26
R2175,B231,U328,5,Amazing service. Great food!,2021-12-10
R2176,B152,U158,2,Cold food. Terrible experience.,2022-09-18
R2177,B293,U393,3,Not bad but not great.,2020-02-22
R2178,B262,U175,3,Not bad but not great.,2023-12-19
R2179,B208,U492,3,Slightly delayed.,2020-03-07
R2180,B241,U473,4,Loved it. Loved it.,2025-08-16
R2181,B160,U247,5,Great food! Amazing service.,2021-11-15
R2182,B143,U459,3,Slightly delayed.,2022-08-26
R2183,B271,U428,1,Waste of money. Terrible experience.,2024-05-19
R2184,B150,U285,3,Not bad but not great.,2024-01-07
R2185,B288,U410,2,Never again. Cold food.,2022-02-05
R2186,B141,U431,3,Not bad but not great.,2020-06-13
R2187,B249,U293,2,Never again. Rude staff.,2024-07-06
R2188,B150,U60,3,Slightly delayed.,2022-12-28
R2189,B185,U364,3,Not bad but not great.,2020-05-14
R2190,B201,U450,5,Great food! Will come again.,2021-06-15
R2191,B212,U111,3,Not bad but not great.,2024-05-06
R2192,B159,U402,2,Terrible experience. Cold food.,2020-04-03
R2193,B267,U13,4,Will come again. Delicious.,2023-09-05
R2194,B202,U473,4,Amazing service. Loved it.,2023-12-28
R2195,B284,U398,5,Delicious. Loved it.,2022-03-25
R2196,B199,U347,4,Great food! Delicious.,2021-04-24
R2197,B168,U199,2,Terrible experience. Waste of money.,2025-09-04
R2198,B225,U478,2,Terrible experience. Cold food.,2020-11-28
R2199,B106,U171,4,Delicious. Great food!,2023-01-04
R2200,B236,U12,2,Never again. Cold food.,2024-05-21
R2201,B148,U103,4,Amazing service. Loved it.,2021-05-09
R2202,B113,U164,3,Slightly delayed.,2023-11-04
R2203,B173,U77,3,Not bad but not great.,2021-05-04
R2204,B222,U287,2,Terrible experience. Never again.,2024-02-07
R2205,B161,U282,4,Delicious. Loved it.,2022-05-05
R2206,B235,U126,1,Cold food. Never again.,2021-02-10
R2207,B245,U277,4,Delicious. Loved it.,2023-01-05
R2208,B233,U463,4,Great food! Will come again.,2025-01-04
R2209,B191,U45,2,Waste of money. Terrible experience.,2023-07-06
R2210,B271,U323,2,Never again. Never again.,2025-12-15
R2211,B188,U160,4,Delicious. Loved it.,2022-04-23
R2212,B212,U41,3,Slightly delayed.,2023-10-05
R2213,B241,U50,4,Great food! Will come again.,2023-05-22
R2214,B134,U119,5,Will come again. Will come again.,2021-03-28
R2215,B260,U468,2,Never again. Cold food.,2022-07-06
R2216,B250,U404,3,Not bad but not great.,2022-08-16
R2217,B188,U244,4,Great food! Great food!,2020-06-16
R2218,B281,U145,2,Waste of money. Rude staff.,2022-10-19
R2219,B119,U261,3,Average food.,2020-07-27
R2220,B257,U285,4,Great food! Loved it.,2025-02-26
R2221,B202,U237,4,Loved it. Delicious.,2023-10-14
R2222,B156,U318,3,Average food.,2021-09-06
R2223,B166,U197,3,Decent price.,2020-06-07
R2224,B267,U402,5,Delicious. Will come again.,2023-10-26
R2225,B274,U356,5,Loved it. Delicious.,2021-03-22
R2226,B130,U429,4,Great food! Delicious.,2023-02-19
R2227,B171,U167,2,Never again. Waste of money.,2024-02-27
R2228,B295,U158,2,Waste of money. Rude staff.,2023-02-20
R2229,B258,U395,1,Terrible experience. Never again.,2023-06-16
R2230,B278,U112,4,Great food! Great food!,2021-10-25
R2231,B274,U339,5,Great food! Amazing service.,2021-08-18
R2232,B160,U316,5,Loved it. Will come again.,2024-08-07
R2233,B170,U154,4,Amazing service. Loved it.,2024-11-10
R2234,B164,U368,3,Decent price.,2022-02-19
R2235,B275,U262,2,Terrible experience. Never again.,2023-03-28
R2236,B192,U190,4,Loved it. Great food!,2024-01-01
R2237,B277,U421,3,Slightly delayed.,2022-02-28
R2238,B166,U444,3,Not bad but not great.,2020-04-14
R2239,B198,U202,3,Slightly delayed.,2025-06-23
R2240,B190,U196,4,Will come again. Will come again.,2023-09-07
R2241,B178,U72,1,Rude staff. Waste of money.,2021-09-13
R2242,B177,U431,3,Not bad but not great.,2023-03-10
R2243,B153,U6,4,Amazing service. Amazing service.,2020-11-01
R2244,B115,U337,4,Amazing service. Will come again.,2023-03-03
R2245,B264,U329,3,Average food.,2023-08-26
R2246,B178,U477,3,Slightly delayed.,2023-10-06
R2247,B143,U218,2,Waste of money. Never again.,2024-08-13
R2248,B218,U96,4,Loved it. Amazing service.,2023-10-01
R2249,B212,U434,4,Delicious. Will come again.,2025-04-23
R2250,B206,U138,3,Slightly delayed.,2023-09-19
R2251,B274,U20,4,Loved it. Great food!,2024-08-23
R2252,B163,U298,4,Loved it. Great food!,2023-12-03
R2253,B122,U440,2,Rude staff. Never again.,2022-08-17
R2254,B234,U268,3,It was okay.,2024-02-08
R2255,B193,U351,2,Waste of money. Terrible experience.,2025-09-26
R2256,B211,U314,1,Never again. Cold food.,2020-06-18
R2257,B283,U233,5,Great food! Will come again.,2024-08-19
R2258,B109,U181,1,Cold food. Waste of money.,2022-05-06
R2259,B101,U384,1,Terrible experience. Never again.,2022-12-26
R2260,B270,U32,4,Delicious. Loved it.,2025-08-19
R2261,B224,U294,3,Average food.,2020-11-10
R2262,B178,U147,2,Never again. Terrible experience.,2023-02-05
R2263,B254,U436,5,Delicious. Great food!,2022-05-05
R2264,B130,U141,1,Never again. Cold food.,2022-01-24
R2265,B285,U90,2,Terrible experience. Never again.,2024-12-05
R2266,B252,U414,1,Waste of money. Cold food.,2021-05-26
R2267,B145,U93,5,Amazing service. Will come again.,2024-01-11
R2268,B175,U305,4,Great food! Amazing service.,2021-08-25
R2269,B288,U122,4,Will come again. Will come again.,2025-08-24
R2270,B237,U296,5,Amazing service. Amazing service.,2025-06-02
R2271,B292,U27,2,Cold food. Terrible experience.,2021-08-13
R2272,B177,U155,3,Decent price.,2023-12-25
R2273,B218,U195,2,Never again. Rude staff.,2025-12-13
R2274,B261,U75,4,Will come again. Loved it.,2024-07-01
R2275,B299,U196,1,Cold food. Waste of money.,2025-06-17
R2276,B120,U470,4,Great food! Great food!,2024-11-12
R2277,B149,U313,3,Decent price.,2025-05-11
R2278,B235,U137,3,Not bad but not great.,2020-05-21
R2279,B197,U237,2,Never again. Waste of money.,2025-12-08
R2280,B254,U267,5,Delicious. Amazing service.,2022-11-23
R2281,B232,U281,5,Amazing service. Loved it.,2020-11-01
R2282,B219,U7,3,It was okay.,2023-02-17
R2283,B264,U351,3,It was okay.,2023-06-08
R2284,B224,U129,3,Not bad but not great.,2021-01-01
R2285,B163,U30,5,Delicious. Great food!,2024-11-27
R2286,B156,U487,3,Average food.,2024-11-04
R2287,B203,U439,1,Terrible experience. Terrible experience.,2024-03-13
R2288,B232,U412,3,Slightly delayed.,2021-02-23
R2289,B299,U151,1,Rude staff. Cold food.,2023-11-03
R2290,B297,U394,2,Waste of money. Cold food.,2023-12-22
R2291,B264,U83,2,Cold food. Cold food.,2020-05-25
R2292,B199,U199,4,Great food! Will come again.,2022-01-09
R2293,B171,U92,3,Not bad but not great.,2023-02-16
R2294,B162,U202,4,Amazing service. Delicious.,2021-11-16
R2295,B226,U277,1,Terrible experience. Rude staff.,2023-04-20
R2296,B294,U468,3,It was okay.,2023-12-09
R2297,B129,U38,4,Great food! Great food!,2020-10-24
R2298,B204,U10,4,Loved it. Will come again.,2023-03-21
R2299,B213,U478,3,It was okay.,2020-11-13
R2300,B263,U359,2,Cold food. Rude staff.,2022-07-19
R2301,B203,U264,3,It was okay.,2025-08-16
R2302,B124,U433,5,Will come again. Will come again.,2025-02-18
R2303,B177,U2,3,Average food.,2023-12-27
R2304,B275,U63,3,Decent price.,2024-09-12
R2305,B112,U206,4,Loved it. Loved it.,2020-11-21
R2306,B173,U274,4,Great food! Loved it.,2022-02-27
R2307,B179,U332,2,Waste of money. Cold food.,2021-03-18
R2308,B285,U496,3,It was okay.,2023-11-07
R2309,B181,U459,5,Loved it. Will come again.,2020-11-23
R2310,B114,U44,2,Cold food. Waste of money.,2025-08-24
R2311,B125,U19,1,Rude staff. Rude staff.,2021-01-24
R2312,B291,U251,4,Delicious. Amazing service.,2023-02-26
R2313,B245,U330,3,Slightly delayed.,2022-08-18
R2314,B176,U19,5,Will come again. Great food!,2022-01-11
R2315,B285,U61,1,Terrible experience. Waste of money.,2021-11-22
R2316,B118,U482,1,Never again. Waste of money.,2025-09-05
R2317,B207,U474,2,Never again. Rude staff.,2020-01-24
R2318,B104,U335,1,Rude staff. Waste of money.,2020-08-20
R2319,B180,U360,4,Great food! Amazing service.,2025-03-01
R2320,B154,U464,2,Rude staff. Terrible experience.,2022-02-15
R2321,B299,U428,1,Never again. Rude staff.,2024-02-27
R2322,B178,U255,2,Terrible experience. Terrible experience.,2024-10-08
R2323,B137,U412,3,It was okay.,2021-07-11
R2324,B254,U62,4,Will come again. Loved it.,2025-10-18
R2325,B247,U165,3,Average food.,2021-01-19
R2326,B202,U33,4,Amazing service. Loved it.,2020-05-05
R2327,B197,U357,1,Waste of money. Rude staff.,2022-09-06
R2328,B139,U125,3,Decent price.,2024-01-05
R2329,B176,U193,5,Great food! Delicious.,2021-01-16
R2330,B155,U4,1,Terrible experience. Terrible experience.,2021-02-23
R2331,B113,U455,3,Slightly delayed.,2022-07-23
R2332,B160,U106,5,Will come again. Amazing service.,2021-11-09
R2333,B119,U211,2,Never again. Waste of money.,2021-03-20
R2334,B160,U93,5,Great food! Delicious.,2025-08-20
R2335,B292,U322,3,It was okay.,2022-06-14
R2336,B265,U286,3,It was okay.,2021-04-04
R2337,B296,U317,2,Never again. Terrible experience.,2022-09-17
R2338,B207,U395,2,Rude staff. Waste of money.,2025-11-07
R2339,B113,U100,4,Loved it. Great food!,2020-03-22
R2340,B190,U91,4,Will come again. Will come again.,2021-11-02
R2341,B251,U146,4,Great food! Loved it.,2021-07-09
R2342,B261,U413,5,Loved it. Delicious.,2023-01-04
R2343,B125,U474,3,It was okay.,2024-03-06
R2344,B219,U264,5,Great food! Will come again.,2020-02-08
R2345,B243,U297,5,Will come again. Delicious.,2022-07-07
R2346,B241,U399,4,Loved it. Amazing service.,2020-06-08
R2347,B104,U378,1,Terrible experience. Rude staff.,2023-04-13
R2348,B220,U242,5,Amazing service. Great food!,2024-08-02
R2349,B194,U75,3,Decent price.,2021-10-15
R2350,B198,U192,4,Amazing service. Will come again.,2021-08-24
R2351,B147,U500,2,Rude staff. Cold food.,2022-04-11
R2352,B122,U355,4,Amazing service. Great food!,2024-01-09
R2353,B221,U437,2,Rude staff. Terrible experience.,2023-08-14
R2354,B221,U113,4,Amazing service. Loved it.,2022-10-06
R2355,B183,U464,3,Slightly delayed.,2021-10-18
R2356,B246,U45,3,Average food.,2023-09-16
R2357,B205,U243,2,Rude staff. Never again.,2023-05-01
R2358,B154,U127,2,Waste of money. Rude staff.,2022-07-19
R2359,B122,U485,2,Rude staff. Never again.,2021-10-01
R2360,B105,U21,2,Waste of money. Terrible experience.,2023-12-25
R2361,B240,U218,2,Never again. Terrible experience.,2024-07-16
R2362,B217,U254,1,Terrible experience. Waste of money.,2021-02-18
R2363,B109,U487,1,Terrible experience. Waste of money.,2021-03-12
R2364,B258,U123,3,Not bad but not great.,2025-02-01
R2365,B162,U343,3,Decent price.,2022-03-23
R2366,B143,U383,1,Waste of money. Never again.,2024-01-15
R2367,B154,U396,3,Decent price.,2021-12-13
R2368,B135,U321,5,Amazing service. Loved it.,2023-12-21
R2369,B242,U441,3,It was okay.,2025-02-13
R2370,B151,U272,3,Not bad but not great.,2020-05-14
R2371,B128,U278,4,Loved it. Delicious.,2024-04-26
R2372,B175,U451,2,Terrible experience. Never again.,2022-12-02
R2373,B174,U455,2,Never again. Cold food.,2020-02-13
R2374,B104,U239,3,Not bad but not great.,2024-01-12
R2375,B228,U90,3,Not bad but not great.,2025-09-23
R2376,B254,U364,5,Great food! Delicious.,2021-03-11
R2377,B194,U277,3,Average food.,2020-11-16
R2378,B231,U386,5,Delicious. Amazing service.,2025-04-11
R2379,B195,U460,3,Not bad but not great.,2022-09-22
R2380,B159,U28,2,Waste of money. Cold food.,2020-06-12
R2381,B243,U257,4,Will come again. Will come again.,2024-02-16
R2382,B129,U461,4,Delicious. Delicious.,2022-08-20
R2383,B153,U97,4,Loved it. Great food!,2023-02-03
R2384,B169,U148,2,Waste of money. Rude staff.,2020-02-06
R2385,B241,U357,4,Loved it. Great food!,2021-08-05
R2386,B296,U488,2,Rude staff. Never again.,2025-01-10
R2387,B103,U478,4,Will come again. Delicious.,2021-08-12
R2388,B167,U378,5,Will come again. Will come again.,2025-01-10
R2389,B211,U12,1,Rude staff. Terrible experience.,2021-09-21
R2390,B239,U211,3,Not bad but not great.,2024-06-21
R2391,B132,U304,1,Cold food. Waste of money.,2025-12-17
R2392,B265,U235,1,Never again. Waste of money.,2022-10-05
R2393,B272,U405,4,Loved it. Amazing service.,2022-04-16
R2394,B119,U395,2,Cold food. Cold food.,2020-03-12
R2395,B225,U490,1,Cold food. Waste of money.,2021-10-06
R2396,B263,U147,3,Slightly delayed.,2021-03-27
R2397,B129,U83,3,Average food.,2021-02-02
